Account No,Name,Account Type,Balance,Branch
101800,Cust_1800,Current,243926,Chennai
101801,Cust_1801,Savings,445240,Mumbai
101802,Cust_1802,Current,601007,Chennai
101803,Cust_1803,Current,127476,Kolkata
101804,Cust_1804,Current,405188,Delhi
101805,Cust_1805,Current,489126,Kolkata
101806,Cust_1806,Savings,101131,Mumbai
101807,Cust_1807,Savings,988350,Delhi
101808,Cust_1808,Savings,805350,Chennai
101809,Cust_1809,Savings,964227,Mumbai
101810,Cust_1810,Savings,276910,Kolkata
101811,Cust_1811,Fixed Deposit,24692,Delhi
101812,Cust_1812,Current,693917,Mumbai
101813,Cust_1813,Current,950018,Kolkata
101814,Cust_1814,Fixed Deposit,942103,Kolkata
101815,Cust_1815,Current,31067,Delhi
101816,Cust_1816,Savings,99641,Mumbai
101817,Cust_1817,Current,579529,Kolkata
101818,Cust_1818,Savings,730128,Chennai
101819,Cust_1819,Savings,964868,Delhi
101820,Cust_1820,Current,71122,Chennai
101821,Cust_1821,Current,355936,Delhi
101822,Cust_1822,Savings,67793,Chennai
101823,Cust_1823,Fixed Deposit,188147,Mumbai
101824,Cust_1824,Savings,618306,Kolkata
101825,Cust_1825,Savings,166234,Mumbai
101826,Cust_1826,Current,14557,Delhi
101827,Cust_1827,Savings,368784,Kolkata
101828,Cust_1828,Fixed Deposit,796142,Kolkata
101829,Cust_1829,Savings,212752,Mumbai
101830,Cust_1830,Savings,370336,Kolkata
101831,Cust_1831,Fixed Deposit,544381,Kolkata
101832,Cust_1832,Current,933353,Mumbai
101833,Cust_1833,Savings,772321,Mumbai
101834,Cust_1834,Current,850565,Delhi
101835,Cust_1835,Current,273418,Chennai
101836,Cust_1836,Savings,102667,Chennai
101837,Cust_1837,Fixed Deposit,365184,Delhi
101838,Cust_1838,Fixed Deposit,461951,Delhi
101839,Cust_1839,Fixed Deposit,711356,Chennai
101840,Cust_1840,Current,993407,Delhi
101841,Cust_1841,Fixed Deposit,169953,Kolkata
101842,Cust_1842,Savings,119138,Kolkata
101843,Cust_1843,Fixed Deposit,201440,Chennai
101844,Cust_1844,Fixed Deposit,232250,Delhi
101845,Cust_1845,Fixed Deposit,543774,Chennai
101846,Cust_1846,Fixed Deposit,155093,Mumbai
101847,Cust_1847,Fixed Deposit,127427,Mumbai
101848,Cust_1848,Current,13317,Delhi
101849,Cust_1849,Current,154874,Delhi
101850,Cust_1850,Current,895727,Chennai
101851,Cust_1851,Fixed Deposit,932894,Kolkata
101852,Cust_1852,Current,362420,Delhi
101853,Cust_1853,Fixed Deposit,280365,Delhi
101854,Cust_1854,Savings,514324,Chennai
101855,Cust_1855,Savings,216488,Kolkata
101856,Cust_1856,Current,715912,Mumbai
101857,Cust_1857,Fixed Deposit,592562,Mumbai
101858,Cust_1858,Current,931190,Kolkata
101859,Cust_1859,Current,816306,Kolkata
101860,Cust_1860,Savings,183129,Mumbai
101861,Cust_1861,Current,639218,Kolkata
101862,Cust_1862,Savings,989657,Mumbai
101863,Cust_1863,Current,35015,Chennai
101864,Cust_1864,Current,349076,Delhi
101865,Cust_1865,Fixed Deposit,134166,Kolkata
101866,Cust_1866,Current,546037,Chennai
101867,Cust_1867,Savings,790898,Kolkata
101868,Cust_1868,Fixed Deposit,801812,Chennai
101869,Cust_1869,Fixed Deposit,127396,Kolkata
101870,Cust_1870,Current,20751,Mumbai
101871,Cust_1871,Savings,418192,Chennai
101872,Cust_1872,Savings,640376,Kolkata
101873,Cust_1873,Current,448352,Delhi
101874,Cust_1874,Fixed Deposit,243131,Kolkata
101875,Cust_1875,Current,756945,Mumbai
101876,Cust_1876,Savings,644486,Delhi
101877,Cust_1877,Current,666032,Mumbai
101878,Cust_1878,Current,626680,Chennai
101879,Cust_1879,Fixed Deposit,273067,Kolkata
101880,Cust_1880,Current,206269,Kolkata
101881,Cust_1881,Savings,471940,Delhi
101882,Cust_1882,Fixed Deposit,543854,Chennai
101883,Cust_1883,Fixed Deposit,624446,Kolkata
101884,Cust_1884,Savings,782631,Delhi
101885,Cust_1885,Savings,941332,Chennai
101886,Cust_1886,Current,924458,Kolkata
101887,Cust_1887,Savings,297011,Mumbai
101888,Cust_1888,Current,652495,Delhi
101889,Cust_1889,Current,506360,Kolkata
101890,Cust_1890,Savings,881042,Kolkata
101891,Cust_1891,Current,418028,Chennai
101892,Cust_1892,Savings,889112,Chennai
101893,Cust_1893,Current,310641,Delhi
101894,Cust_1894,Savings,90776,Kolkata
101895,Cust_1895,Current,963799,Delhi
101896,Cust_1896,Savings,855289,Kolkata
101897,Cust_1897,Current,504034,Kolkata
101898,Cust_1898,Savings,518955,Kolkata
101899,Cust_1899,Fixed Deposit,505195,Delhi
101900,Cust_1900,Fixed Deposit,200770,Kolkata
101901,Cust_1901,Current,639172,Mumbai
101902,Cust_1902,Savings,753029,Chennai
101903,Cust_1903,Savings,35689,Mumbai
101904,Cust_1904,Savings,144657,Chennai
101905,Cust_1905,Savings,526589,Kolkata
101906,Cust_1906,Savings,380349,Chennai
101907,Cust_1907,Fixed Deposit,258426,Kolkata
101908,Cust_1908,Fixed Deposit,218167,Delhi
101909,Cust_1909,Savings,841086,Kolkata
101910,Cust_1910,Fixed Deposit,596556,Mumbai
101911,Cust_1911,Current,442904,Delhi
101912,Cust_1912,Current,664613,Mumbai
101913,Cust_1913,Current,501479,Delhi
101914,Cust_1914,Savings,286802,Delhi
101915,Cust_1915,Savings,644450,Delhi
101916,Cust_1916,Current,459958,Chennai
101917,Cust_1917,Fixed Deposit,230116,Kolkata
101918,Cust_1918,Current,555063,Delhi
101919,Cust_1919,Fixed Deposit,977642,Delhi
101920,Cust_1920,Fixed Deposit,784408,Mumbai
101921,Cust_1921,Savings,9439,Chennai
101922,Cust_1922,Fixed Deposit,71967,Kolkata
101923,Cust_1923,Current,43006,Mumbai
101924,Cust_1924,Savings,950554,Delhi
101925,Cust_1925,Fixed Deposit,882574,Kolkata
101926,Cust_1926,Fixed Deposit,227696,Delhi
101927,Cust_1927,Current,970434,Mumbai
101928,Cust_1928,Current,815474,Kolkata
101929,Cust_1929,Fixed Deposit,184373,Chennai
101930,Cust_1930,Current,160232,Mumbai
101931,Cust_1931,Savings,605770,Delhi
101932,Cust_1932,Savings,185903,Delhi
101933,Cust_1933,Current,725624,Chennai
101934,Cust_1934,Current,287941,Chennai
101935,Cust_1935,Savings,113211,Delhi
101936,Cust_1936,Current,171780,Delhi
101937,Cust_1937,Current,725880,Mumbai
101938,Cust_1938,Fixed Deposit,929882,Mumbai
101939,Cust_1939,Fixed Deposit,575953,Chennai
101940,Cust_1940,Savings,157331,Delhi
101941,Cust_1941,Savings,215162,Kolkata
101942,Cust_1942,Fixed Deposit,972918,Mumbai
101943,Cust_1943,Current,753033,Chennai
101944,Cust_1944,Current,500687,Delhi
101945,Cust_1945,Savings,822307,Kolkata
101946,Cust_1946,Current,857740,Mumbai
101947,Cust_1947,Current,699139,Delhi
101948,Cust_1948,Current,24962,Mumbai
101949,Cust_1949,Current,549848,Chennai
101950,Cust_1950,Fixed Deposit,607977,Chennai
101951,Cust_1951,Savings,977982,Kolkata
101952,Cust_1952,Savings,31881,Mumbai
101953,Cust_1953,Current,652655,Mumbai
101954,Cust_1954,Current,16718,Mumbai
101955,Cust_1955,Savings,381806,Chennai
101956,Cust_1956,Current,226221,Mumbai
101957,Cust_1957,Savings,71558,Chennai
101958,Cust_1958,Fixed Deposit,519696,Mumbai
101959,Cust_1959,Current,452111,Delhi
101960,Cust_1960,Current,565567,Chennai
101961,Cust_1961,Fixed Deposit,269943,Mumbai
101962,Cust_1962,Fixed Deposit,791784,Delhi
101963,Cust_1963,Savings,298002,Chennai
101964,Cust_1964,Current,767755,Delhi
101965,Cust_1965,Savings,529189,Delhi
101966,Cust_1966,Current,371446,Kolkata
101967,Cust_1967,Fixed Deposit,368304,Kolkata
101968,Cust_1968,Fixed Deposit,775701,Kolkata
101969,Cust_1969,Current,975959,Mumbai
101970,Cust_1970,Savings,82009,Delhi
101971,Cust_1971,Current,279395,Delhi
101972,Cust_1972,Fixed Deposit,462343,Mumbai
101973,Cust_1973,Savings,408134,Kolkata
101974,Cust_1974,Current,129824,Mumbai
101975,Cust_1975,Fixed Deposit,216841,Kolkata
101976,Cust_1976,Fixed Deposit,192304,Mumbai
101977,Cust_1977,Savings,613315,Chennai
101978,Cust_1978,Current,995893,Delhi
101979,Cust_1979,Current,593220,Chennai
101980,Cust_1980,Savings,395894,Mumbai
101981,Cust_1981,Fixed Deposit,607426,Kolkata
101982,Cust_1982,Fixed Deposit,664490,Delhi
101983,Cust_1983,Savings,966341,Kolkata
101984,Cust_1984,Savings,121314,Delhi
101985,Cust_1985,Current,551652,Mumbai
101986,Cust_1986,Current,877020,Mumbai
101987,Cust_1987,Current,883631,Delhi
101988,Cust_1988,Current,817389,Mumbai
101989,Cust_1989,Savings,542580,Kolkata
101990,Cust_1990,Savings,529926,Kolkata
101991,Cust_1991,Fixed Deposit,967015,Kolkata
101992,Cust_1992,Savings,408820,Kolkata
101993,Cust_1993,Savings,136188,Kolkata
101994,Cust_1994,Current,630320,Kolkata
101995,Cust_1995,Fixed Deposit,714480,Delhi
101996,Cust_1996,Savings,439670,Mumbai
101997,Cust_1997,Savings,523609,Mumbai
101998,Cust_1998,Fixed Deposit,589690,Delhi
101999,Cust_1999,Current,738273,Kolkata
