Date,Sales Person,State,Product,Quantity
2025-08-30,Indrajit Mand,West Bengal,Graphic Pad,402
2025-06-26,Vihaan Vasa,Uttar Pradesh,WebCam,547
2025-01-18,Keya Hari,Chhattisgarh,Laser Printer,429
2025-06-14,Adira Dhar,Chhattisgarh,OMR Scanner,177
2024-09-28,Amira Barad,Odisha,Mouse,307
2025-07-14,Shamik Kade,Uttar Pradesh,Mouse,137
2025-01-01,Damini Sharaf,Maharashtra,Flatbed Scanner,394
2024-12-29,Jayan Issac,Chhattisgarh,Laser Printer,587
2025-03-24,Raunak Manne,Himachal Pradesh,Graphic Pad,407
2024-10-15,Prisha Bedi,Odisha,Mouse,391
2025-07-23,Purab Chandran,Karnataka,Flatbed Scanner,519
2024-10-29,Keya Solanki,Bihar,Mechanical Keyboard,451
2024-09-13,Ehsaan Kari,Karnataka,Thermal Printer,381
2024-11-25,Kimaya Roy,Odisha,Foldable Keyboard,122
2024-12-06,Anahi Khosla,Tamil Nadu,Mechanical Keyboard,496
2025-06-16,Anahita Uppal,Chhattisgarh,Thermal Printer,474
2025-04-18,Anay Sharma,Andhra Pradesh,Thermal Printer,225
2024-12-21,Miraan Magar,Andhra Pradesh,OCR Scanner,516
2025-05-15,Mehul Guha,Telangana,Gaming Mouse,581
2025-04-08,Zara Wagle,Bihar,Laser Printer,314
2024-12-30,Aaina Sane,Telangana,Mechanical Keyboard,308
2024-11-17,Madhup Dugar,Tamil Nadu,OMR Scanner,425
2025-05-03,Sara Kalita,Uttar Pradesh,OCR Scanner,326
2024-10-11,Suhana Borra,Jammu and Kashmir,Flatbed Scanner,353
2024-12-18,Eva Chacko,Uttar Pradesh,Standard Keyboard,589
2025-01-28,Zeeshan Raval,Gujarat,Flatbed Scanner,308
2025-03-29,Saksham Subramaniam,Jammu and Kashmir,Graphic Pad,485
2025-07-19,Suhana Talwar,Jammu and Kashmir,Standard Keyboard,414
2025-04-04,Onkar Gulati,West Bengal,Laser Printer,335
2025-05-08,Rania Aggarwal,Haryana,Gaming Mouse,210
2025-08-10,Dharmajan Apte,Tamil Nadu,OCR Scanner,263
2025-05-16,Pranay Shankar,Arunachal Pradesh,Gaming Mouse,305
2024-12-02,Chirag Bawa,Gujarat,OCR Scanner,424
2024-12-22,Ehsaan Sengupta,Madhya Pradesh,Standard Keyboard,132
2025-03-04,Shalv Bora,Rajasthan,Graphic Pad,317
2025-08-02,Indrajit Dugal,Uttarakhand,Laser Printer,376
2025-03-04,Tanya Bahl,Rajasthan,WebCam,148
2025-01-23,Saira Rana,Himachal Pradesh,Graphic Pad,587
2025-08-26,Yuvaan Desai,Arunachal Pradesh,Laser Printer,288
2025-01-09,Kavya Verma,Uttar Pradesh,OMR Scanner,330
2025-02-27,Jayan Suresh,Uttarakhand,Flatbed Scanner,444
2025-06-30,Shanaya Jain,Chhattisgarh,Graphic Pad,197
2025-07-13,Tiya Ramaswamy,Tamil Nadu,Flatbed Scanner,250
2024-10-13,Sahil Chakraborty,Bihar,Graphic Pad,471
2025-08-11,Mahika Ghose,Arunachal Pradesh,Graphic Pad,577
2025-01-29,Mahika Venkataraman,Gujarat,Mouse,121
2024-11-06,Vaibhav Karpe,Andhra Pradesh,WebCam,554
2024-11-29,Jiya Garg,Arunachal Pradesh,Flatbed Scanner,141
2025-01-30,Indrajit Babu,Uttarakhand,OCR Scanner,240
2024-09-29,Vritika Ahluwalia,West Bengal,WebCam,406
2025-07-23,Alia Sule,Madhya Pradesh,Mechanical Keyboard,497
2025-06-28,Yuvraj  Sangha,Madhya Pradesh,Gaming Mouse,293
2025-05-23,Dishani Boase,Madhya Pradesh,OMR Scanner,137
2025-03-30,Kavya Sidhu,Haryana,WebCam,338
2024-12-10,Shamik Gandhi,Kerala,Standard Keyboard,501
2024-09-12,Dhanush Hari,Odisha,WebCam,225
2025-07-13,Zara Bhatti,Karnataka,Laser Printer,453
2025-03-18,Jayan Varma,Arunachal Pradesh,WebCam,430
2025-07-09,Rhea Rattan,Gujarat,Laser Printer,394
2024-09-03,Himmat Sankar,Maharashtra,Flatbed Scanner,137
2025-07-03,Keya Deol,Karnataka,Foldable Keyboard,170
2025-04-25,Renee Rama,Kerala,Laser Printer,254
2025-07-06,Sumer Sandal,Andhra Pradesh,Foldable Keyboard,161
2024-10-02,Abram Krishnamurthy,Chhattisgarh,OCR Scanner,586
2025-08-06,Mamooty Chahal,West Bengal,Flatbed Scanner,509
2025-03-30,Aradhya Saran,Himachal Pradesh,Gaming Mouse,377
2025-03-12,Nitya Kulkarni,Uttar Pradesh,Standard Keyboard,243
2024-10-15,Samiha Saran,Haryana,OMR Scanner,100
2025-04-26,Alia Varty,West Bengal,OMR Scanner,360
2024-10-10,Anahi Arora,Haryana,Standard Keyboard,280
2024-09-24,Sahil Bhatnagar,Assam,OCR Scanner,518
2025-05-04,Kismat Varma,Uttar Pradesh,Laser Printer,467
2025-06-13,Vedika Dyal,Madhya Pradesh,WebCam,279
2024-10-27,Rohan Vala,Tamil Nadu,Gaming Mouse,392
2025-05-30,Lavanya Bora,Assam,OCR Scanner,151
2025-07-11,Nayantara Bhatnagar,West Bengal,Thermal Printer,403
2025-07-22,Aaryahi Kaul,Rajasthan,Graphic Pad,178
2025-08-02,Hansh Tandon,Uttar Pradesh,Standard Keyboard,540
2025-06-19,Chirag Buch,Bihar,Flatbed Scanner,400
2025-02-18,Vanya Thakur,Uttarakhand,Mechanical Keyboard,581
2025-04-09,Anya De,Gujarat,WebCam,113
2025-07-13,Uthkarsh Mahal,Gujarat,Flatbed Scanner,307
2025-01-24,Vidur Mall,Karnataka,WebCam,446
2024-12-19,Shray Chauhan,Maharashtra,WebCam,178
2025-01-16,Rhea Mann,Uttar Pradesh,Laser Printer,405
2025-02-21,Kaira Bhandari,Maharashtra,Gaming Mouse,320
2025-04-12,Parinaaz Mahal,Bihar,Mouse,174
2024-09-26,Suhana Lad,Haryana,Standard Keyboard,560
2024-10-02,Divij Solanki,Gujarat,Flatbed Scanner,227
2025-05-07,Divyansh Suresh,Madhya Pradesh,Flatbed Scanner,140
2025-03-05,Kiara Kapoor,Chhattisgarh,OCR Scanner,590
2025-06-07,Divij Varghese,Kerala,Mechanical Keyboard,429
2025-07-11,Chirag Dubey,Punjab,Standard Keyboard,232
2025-03-26,Elakshi Sankaran,Uttarakhand,Flatbed Scanner,351
2025-08-24,Madhup Mallick,Karnataka,Flatbed Scanner,593
2025-02-23,Ryan Tailor,Madhya Pradesh,Thermal Printer,219
2025-01-27,Mannat Saxena,Uttarakhand,WebCam,600
2025-02-25,Yakshit Kala,Odisha,Mouse,385
2025-01-30,Emir Wable,Andhra Pradesh,Graphic Pad,107
2025-01-20,Neelofar Grewal,Arunachal Pradesh,Graphic Pad,583
2025-08-26,Mahika Cheema,Haryana,Thermal Printer,146
2025-01-01,Ehsaan Borde,Karnataka,OCR Scanner,317
2025-06-23,Ira Bajwa,Chhattisgarh,Mouse,456
2025-08-19,Anahi Deshmukh,Bihar,Standard Keyboard,552
2025-03-31,Inaaya  Bakshi,Gujarat,Foldable Keyboard,547
2025-01-17,Kaira Maharaj,Punjab,Laser Printer,518
2025-02-04,Miraan Jani,Bihar,Thermal Printer,408
2025-01-11,Eva Issac,Karnataka,OCR Scanner,581
2024-11-10,Dhanush Savant,West Bengal,Flatbed Scanner,384
2024-12-03,Hridaan Sant,Chhattisgarh,Standard Keyboard,217
2024-11-26,Purab Chauhan,Maharashtra,Graphic Pad,148
2025-07-13,Tara Banerjee,Bihar,Standard Keyboard,438
2024-09-29,Arhaan Sachdeva,Karnataka,Mouse,333
2025-02-03,Bhavin Amble,Himachal Pradesh,Mouse,111
2024-12-01,Taran Gara,Karnataka,Mechanical Keyboard,440
2025-05-12,Tara Yohannan,Uttarakhand,Mechanical Keyboard,229
2024-12-24,Prisha Chatterjee,Haryana,Gaming Mouse,211
2025-03-29,Shayak Mammen,Arunachal Pradesh,Flatbed Scanner,125
2025-03-25,Suhana Dhaliwal,Haryana,Gaming Mouse,290
2025-04-02,Umang Yohannan,Kerala,Standard Keyboard,484
2024-10-03,Raghav Shah,Rajasthan,Gaming Mouse,267
2025-01-17,Aarna Mallick,Telangana,Thermal Printer,347
2024-11-15,Ojas Bhalla,Himachal Pradesh,Gaming Mouse,594
2025-04-03,Anay Karan,Madhya Pradesh,Gaming Mouse,167
2024-10-08,Azad Doshi,Assam,Mechanical Keyboard,290
2025-07-15,Tarini Sankar,Assam,Mouse,267
2025-05-26,Zaina Lanka,Bihar,Gaming Mouse,205
2025-02-09,Pranay Lad,Karnataka,Laser Printer,148
2025-04-22,Devansh Shere,Uttar Pradesh,Mouse,365
2025-07-21,Kimaya Kapoor,Himachal Pradesh,Foldable Keyboard,545
2024-11-03,Advika Bhatt,Gujarat,Mouse,417
2024-10-28,Darshit Sen,Odisha,WebCam,398
2024-09-17,Renee Guha,Uttarakhand,WebCam,254
2025-05-02,Ahana  Bora,Bihar,OMR Scanner,442
2025-01-16,Pari Samra,Haryana,Flatbed Scanner,123
2025-01-18,Mehul Chahal,Chhattisgarh,Laser Printer,427
2025-03-22,Heer Solanki,Telangana,Flatbed Scanner,340
2025-04-20,Kaira Handa,Madhya Pradesh,Mouse,258
2025-04-17,Nitya Amble,Madhya Pradesh,OCR Scanner,529
2025-01-24,Ryan Badal,Odisha,Flatbed Scanner,195
2025-03-27,Armaan Desai,Assam,OCR Scanner,394
2025-03-27,Dhruv Lal,Maharashtra,Foldable Keyboard,387
2025-04-23,Siya Date,Chhattisgarh,Gaming Mouse,328
2025-06-04,Rania Ratti,Jammu and Kashmir,Graphic Pad,589
2024-11-08,Ritvik Kari,Kerala,OMR Scanner,237
2025-02-07,Siya Srinivas,Telangana,Gaming Mouse,313
2024-09-17,Tejas Borah,Andhra Pradesh,Thermal Printer,356
2025-03-10,Purab Sanghvi,Chhattisgarh,Graphic Pad,228
2025-07-14,Bhamini Chada,Gujarat,Graphic Pad,597
2025-08-16,Shalv Rama,Madhya Pradesh,Standard Keyboard,150
2025-05-13,Madhup Tak,Andhra Pradesh,Thermal Printer,486
2025-03-18,Kimaya Zacharia,Haryana,Thermal Printer,376
2024-09-16,Dhanush Bawa,Uttarakhand,Mechanical Keyboard,360
2024-11-04,Farhan Chakrabarti,Tamil Nadu,Mouse,433
2025-03-01,Zain Dara,Gujarat,Mouse,346
2025-03-08,Sumer Deo,Arunachal Pradesh,OMR Scanner,545
2025-04-08,Priyansh Das,Uttar Pradesh,OCR Scanner,187
2025-03-26,Kartik Choudhry,Karnataka,Mouse,566
2025-03-18,Hunar Shetty,Jammu and Kashmir,Thermal Printer,176
2025-01-21,Mishti Basu,Telangana,OCR Scanner,198
2024-12-16,Vanya Dara,Arunachal Pradesh,Standard Keyboard,409
2025-04-23,Madhav Sant,Uttarakhand,Graphic Pad,540
2025-01-08,Siya Jain,Bihar,WebCam,412
2025-01-08,Ira Bakshi,Rajasthan,Laser Printer,110
2024-10-30,Bhavin Amble,Kerala,Graphic Pad,260
2025-04-18,Zoya Cheema,Jammu and Kashmir,Flatbed Scanner,379
2025-08-27,Nishith Anand,Madhya Pradesh,Standard Keyboard,200
2025-01-19,Nirvi Chowdhury,Kerala,Mouse,118
2025-01-05,Anika Randhawa,Bihar,Gaming Mouse,262
2025-05-28,Eshani Bera,Punjab,OMR Scanner,526
2025-08-24,Zara Venkatesh,Himachal Pradesh,OMR Scanner,417
2024-10-27,Saanvi Butala,Haryana,Flatbed Scanner,144
2025-03-10,Eva Manne,Himachal Pradesh,Thermal Printer,552
2025-07-23,Jivin Thakur,Punjab,Foldable Keyboard,457
2025-04-12,Rhea Thaman,Gujarat,Flatbed Scanner,114
2025-03-08,Arhaan Chakraborty,Haryana,Standard Keyboard,233
2024-10-27,Aayush Sawhney,Madhya Pradesh,Laser Printer,573
2024-10-11,Kiaan Karnik,Arunachal Pradesh,Mouse,504
2025-07-14,Biju Mangal,Arunachal Pradesh,OMR Scanner,206
2024-10-23,Navya Suri,Uttarakhand,Thermal Printer,510
2024-12-16,Nirvi Singh,Gujarat,Mouse,440
2024-10-11,Tiya Sundaram,Karnataka,Standard Keyboard,580
2024-10-26,Nitya Mane,Assam,Mechanical Keyboard,383
2024-10-28,Sara Seth,Arunachal Pradesh,Foldable Keyboard,582
2025-05-17,Shanaya Raj,West Bengal,Graphic Pad,461
2024-11-28,Tarini Shetty,Himachal Pradesh,Mechanical Keyboard,169
2025-03-25,Divit Rama,Kerala,Thermal Printer,498
2024-10-29,Prerak Dani,Rajasthan,Graphic Pad,447
2024-12-11,Nitara Dhaliwal,Gujarat,OCR Scanner,195
2024-12-26,Misha De,Rajasthan,Gaming Mouse,291
2025-06-22,Indrajit Kala,Punjab,Gaming Mouse,370
2025-06-30,Nitara Hari,Odisha,Foldable Keyboard,557
2024-11-29,Ela Sidhu,Kerala,OCR Scanner,397
2025-01-01,Piya Bhavsar,Madhya Pradesh,Standard Keyboard,596
2025-01-15,Zoya Chanda,Kerala,OCR Scanner,357
2024-12-07,Advik Kothari,Madhya Pradesh,WebCam,543
2025-05-25,Hunar Som,Tamil Nadu,OCR Scanner,599
2024-11-30,Nayantara Balasubramanian,West Bengal,Laser Printer,241
2025-08-11,Anika Salvi,Bihar,Mouse,144
2024-10-29,Tanya Sane,Haryana,WebCam,448
2025-05-20,Himmat Soni,Uttar Pradesh,OMR Scanner,291
2024-12-11,Mohanlal Bumb,Gujarat,WebCam,354
2025-02-10,Parinaaz Choudhary,Maharashtra,Gaming Mouse,536
2025-08-25,Lavanya Tiwari,West Bengal,Mechanical Keyboard,599
2025-07-24,Ishita Sandal,Arunachal Pradesh,Thermal Printer,460
2025-06-12,Uthkarsh Hayre,Haryana,Laser Printer,548
2025-03-21,Indrans Vyas,Kerala,Thermal Printer,488
2025-07-01,Kiaan Wali,Rajasthan,Laser Printer,581
2025-07-27,Miraya Sood,Kerala,Flatbed Scanner,413
2024-11-01,Hrishita Gera,Chhattisgarh,Thermal Printer,559
2025-07-09,Kashvi Bobal,Bihar,Gaming Mouse,565
2025-02-10,Sana Vohra,Rajasthan,Graphic Pad,580
2025-06-26,Nitya Sen,Chhattisgarh,WebCam,389
2024-09-27,Arhaan Jaggi,Odisha,OCR Scanner,195
2025-06-18,Eva Yohannan,Rajasthan,Graphic Pad,144
2025-09-03,Samiha Upadhyay,Rajasthan,OCR Scanner,267
2024-12-29,Mishti Bahl,Himachal Pradesh,Flatbed Scanner,479
2025-07-29,Riaan Sama,Arunachal Pradesh,WebCam,257
2025-08-13,Nehmat Kota,Andhra Pradesh,Laser Printer,571
2025-01-18,Hrishita Wagle,Punjab,OMR Scanner,518
2024-11-21,Nayantara Krishnamurthy,Kerala,Foldable Keyboard,249
2024-12-19,Mohanlal Sodhi,Karnataka,Gaming Mouse,585
2025-07-30,Aaina Bhandari,West Bengal,Laser Printer,315
2024-10-31,Mahika Saha,Uttar Pradesh,Graphic Pad,548
2024-09-06,Aaryahi Suresh,Punjab,Mechanical Keyboard,413
2024-10-19,Bhamini Sood,Punjab,WebCam,252
2025-04-18,Yashvi Rajagopal,Punjab,Mouse,497
2025-05-30,Zain Bali,West Bengal,Flatbed Scanner,463
2025-05-21,Nirvaan Andra,Assam,OCR Scanner,402
2024-09-08,Jivin Baral,Kerala,Laser Printer,270
2024-11-25,Hrishita Banik,Odisha,Mouse,235
2024-12-16,Jiya Saini,Bihar,OCR Scanner,561
2025-01-07,Eva Bala,Bihar,Laser Printer,298
2025-06-01,Priyansh Lall,Madhya Pradesh,Gaming Mouse,507
2025-03-13,Nayantara Chaudhary,Haryana,Mechanical Keyboard,326
2025-04-09,Riaan Karpe,Bihar,OMR Scanner,547
2025-06-01,Biju Bahl,Jammu and Kashmir,Mouse,460
2024-09-06,Bhamini Bansal,Arunachal Pradesh,Foldable Keyboard,454
2025-06-07,Yuvaan Gulati,Bihar,Foldable Keyboard,280
2024-10-31,Ryan Bose,Gujarat,OMR Scanner,331
2025-03-30,Mishti Randhawa,Karnataka,OCR Scanner,191
2025-02-22,Advik Bal,Kerala,Flatbed Scanner,460
2025-03-22,Hansh Tandon,Tamil Nadu,Thermal Printer,211
2024-09-21,Mannat Buch,Uttar Pradesh,Mechanical Keyboard,460
2025-04-21,Mishti Vohra,Arunachal Pradesh,OMR Scanner,187
2024-11-29,Sahil Krish,Kerala,WebCam,431
2024-10-15,Ranbir Bhalla,Arunachal Pradesh,Mechanical Keyboard,149
2025-05-09,Madhav Tiwari,Karnataka,Mouse,334
2025-02-15,Anay Gala,Arunachal Pradesh,Standard Keyboard,446
2025-01-19,Anaya Bala,Punjab,Foldable Keyboard,325
2025-03-29,Aayush Bhatt,Punjab,Thermal Printer,148
2024-12-08,Khushi Kannan,Kerala,Mouse,579
2025-08-20,Kabir Rau,Kerala,OMR Scanner,327
2024-10-10,Vardaniya Dhillon,Haryana,Laser Printer,346
2025-07-18,Tiya Sundaram,West Bengal,OMR Scanner,202
2025-04-26,Kaira Kala,Odisha,OCR Scanner,522
2024-11-17,Eshani Sabharwal,Kerala,Gaming Mouse,373
2024-12-19,Farhan Char,Bihar,Mouse,503
2024-09-28,Oorja Upadhyay,Gujarat,Thermal Printer,245
2025-05-18,Zain Mallick,Bihar,Gaming Mouse,485
2025-07-14,Shalv Ravel,Assam,OCR Scanner,109
2024-09-03,Faiyaz Sen,Punjab,Standard Keyboard,172
2025-04-08,Shalv Chacko,Gujarat,Graphic Pad,286
2025-03-15,Hunar Bose,Madhya Pradesh,WebCam,127
2025-04-30,Vihaan Bose,Assam,WebCam,503
2025-04-05,Pari Khosla,Rajasthan,Standard Keyboard,267
2024-10-24,Kanav Shenoy,Uttar Pradesh,Foldable Keyboard,235
2025-03-28,Chirag Sarma,Gujarat,Flatbed Scanner,112
2025-06-30,Lakshit Mall,Karnataka,OCR Scanner,403
2025-06-21,Dharmajan Anand,Maharashtra,Mechanical Keyboard,134
2025-05-27,Rati Varkey,Himachal Pradesh,Mechanical Keyboard,124
2025-07-12,Mishti Sarraf,Tamil Nadu,Foldable Keyboard,548
2025-08-17,Romil Srinivasan,Arunachal Pradesh,Standard Keyboard,476
2025-03-26,Akarsh Som,Uttarakhand,Gaming Mouse,494
2025-05-23,Emir Balay,Jammu and Kashmir,Flatbed Scanner,584
2024-09-23,Rania Khurana,Madhya Pradesh,Mechanical Keyboard,593
2025-02-25,Nirvaan Dada,Rajasthan,Laser Printer,459
2025-03-10,Pihu Suri,Uttarakhand,OMR Scanner,525
2025-05-08,Kimaya Dugal,Assam,Mechanical Keyboard,472
2025-06-26,Gatik Varghese,Uttar Pradesh,WebCam,444
2025-06-15,Lakshit Maharaj,Punjab,Flatbed Scanner,403
2025-03-01,Armaan Dara,Madhya Pradesh,Thermal Printer,356
2025-01-13,Dishani Bali,Madhya Pradesh,Laser Printer,169
2024-09-20,Aniruddh Badal,Chhattisgarh,WebCam,440
2024-12-05,Shray Verma,Jammu and Kashmir,Foldable Keyboard,245
2024-12-01,Khushi Chatterjee,Himachal Pradesh,WebCam,261
2025-05-13,Tejas Krish,Odisha,Flatbed Scanner,169
2024-12-24,Sara Chaudry,Andhra Pradesh,Gaming Mouse,257
2025-05-05,Hiran Bir,Madhya Pradesh,Graphic Pad,553
2025-01-16,Riaan Bobal,West Bengal,Flatbed Scanner,173
2025-04-02,Tanya Yogi,Odisha,Mouse,269
2024-10-21,Indrans Kurian,Odisha,OMR Scanner,493
2025-04-14,Rati Dhar,Tamil Nadu,Foldable Keyboard,224
2024-12-26,Prisha Agrawal,Madhya Pradesh,Foldable Keyboard,224
2025-05-01,Ehsaan Toor,Punjab,Gaming Mouse,422
2025-02-23,Kiaan Ratta,Kerala,Gaming Mouse,253
2025-08-07,Nehmat Rajagopalan,Andhra Pradesh,WebCam,475
2025-02-02,Ahana  Kar,Telangana,Foldable Keyboard,167
2024-09-15,Veer Badami,Madhya Pradesh,OMR Scanner,400
2025-08-19,Damini Karan,Maharashtra,Gaming Mouse,344
2025-03-08,Romil Bains,Uttarakhand,WebCam,386
2025-07-10,Prisha Garde,Haryana,Laser Printer,128
2025-06-06,Kashvi Dhar,West Bengal,OCR Scanner,573
2025-01-07,Anahi Sarma,Tamil Nadu,OMR Scanner,504
2025-05-05,Piya Chawla,Karnataka,OCR Scanner,589
2024-10-15,Emir Ravi,Kerala,Flatbed Scanner,397
2025-05-14,Sahil Yadav,Uttar Pradesh,Mouse,418
2025-06-12,Adira Agate,Gujarat,Graphic Pad,353
2025-07-26,Akarsh Venkatesh,Madhya Pradesh,Mechanical Keyboard,447
2025-06-02,Eva Chaudhry,Haryana,Flatbed Scanner,378
2025-03-01,Anaya Sami,Haryana,Mechanical Keyboard,466
2024-12-20,Saira Guha,Himachal Pradesh,Graphic Pad,509
2024-09-20,Himmat Ghose,Uttarakhand,Standard Keyboard,231
2025-03-26,Eva Gola,Himachal Pradesh,Standard Keyboard,581
2024-11-05,Sana Mall,Bihar,Gaming Mouse,553
2024-10-06,Alia Bains,Madhya Pradesh,Mechanical Keyboard,512
2025-05-20,Samar Zacharia,Gujarat,Mechanical Keyboard,431
2024-10-17,Mehul Swamy,Uttarakhand,Mechanical Keyboard,449
2024-10-15,Mahika Gill,Uttarakhand,OCR Scanner,306
2024-10-02,Yakshit Chokshi,Telangana,Thermal Printer,147
2025-01-11,Faiyaz Vyas,Bihar,Graphic Pad,257
2025-02-17,Rhea Hora,Punjab,OCR Scanner,380
2024-09-24,Mahika Sibal,Uttar Pradesh,Mouse,210
2025-03-27,Aaina Sachdeva,Assam,OMR Scanner,228
2025-05-03,Madhav Chhabra,Madhya Pradesh,Gaming Mouse,425
2025-06-08,Ira Desai,Telangana,WebCam,217
2025-03-25,Chirag Babu,Telangana,Laser Printer,291
2025-04-07,Manikya Koshy,Punjab,Thermal Printer,165
2025-05-03,Piya Sagar,Uttar Pradesh,OCR Scanner,561
2025-08-28,Darshit Baral,Kerala,Laser Printer,415
2025-01-16,Aarush Dash,Haryana,Foldable Keyboard,356
2024-09-19,Nishith Johal,Odisha,Mechanical Keyboard,507
2025-02-11,Vaibhav Buch,West Bengal,Foldable Keyboard,116
2024-09-27,Amani Tara,Maharashtra,WebCam,157
2025-07-26,Yashvi Chatterjee,Telangana,Mouse,149
2025-06-25,Kanav Kala,Madhya Pradesh,Flatbed Scanner,444
2024-10-21,Kismat Salvi,Haryana,OCR Scanner,282
2025-07-19,Pari Saran,Odisha,OMR Scanner,139
2025-08-04,Mamooty Mani,Chhattisgarh,OMR Scanner,281
2024-12-17,Samar Ghose,Punjab,Laser Printer,324
2024-10-16,Purab Vyas,Karnataka,Graphic Pad,556
2024-11-05,Aarav Korpal,Rajasthan,WebCam,130
2024-10-06,Darshit Tara,Rajasthan,OCR Scanner,485
2024-09-15,Anahita Bhandari,Karnataka,Gaming Mouse,444
2025-03-07,Aaryahi Ranganathan,Rajasthan,Standard Keyboard,203
2025-01-06,Shayak Chander,Rajasthan,WebCam,565
2025-03-02,Pranay Arya,Himachal Pradesh,Mechanical Keyboard,139
2024-12-04,Shayak Mannan,Tamil Nadu,Standard Keyboard,286
2025-05-24,Miraya Aurora,Andhra Pradesh,Gaming Mouse,304
2025-05-07,Krish Kapur,West Bengal,OMR Scanner,427
2025-06-22,Darshit Gour,Kerala,Mechanical Keyboard,242
2024-09-08,Jiya Srinivas,Chhattisgarh,OCR Scanner,106
2025-08-09,Ishita Mani,Telangana,OMR Scanner,285
2025-02-21,Ahana  Dey,Karnataka,Thermal Printer,587
2025-05-17,Misha Hora,Chhattisgarh,Standard Keyboard,415
2025-04-19,Stuvan Lad,Jammu and Kashmir,WebCam,571
2024-11-15,Vaibhav Tank,Karnataka,Standard Keyboard,427
2025-06-30,Saira Dara,Gujarat,Thermal Printer,206
2024-11-15,Ehsaan Dubey,Punjab,Graphic Pad,418
2025-03-27,Samar Batta,Maharashtra,Thermal Printer,590
2025-01-13,Farhan Sur,Uttar Pradesh,OCR Scanner,375
2025-03-10,Abram Bahl,West Bengal,Graphic Pad,335
2025-08-08,Onkar Ratti,Telangana,Thermal Printer,289
2024-10-01,Alisha Agarwal,Jammu and Kashmir,WebCam,207
2024-11-13,Anahita Chawla,Rajasthan,OMR Scanner,416
2024-11-10,Emir Mani,Chhattisgarh,Standard Keyboard,150
2024-10-10,Vritika Srinivasan,West Bengal,Standard Keyboard,235
2025-02-03,Badal Batra,Assam,Standard Keyboard,280
2025-05-13,Zain Balay,Gujarat,Flatbed Scanner,536
2024-10-04,Anahi Dalal,Uttarakhand,OMR Scanner,258
2025-06-26,Kismat Jha,Odisha,Mouse,211
2025-04-24,Devansh Das,Karnataka,OCR Scanner,364
2024-12-15,Ivana Saha,West Bengal,Mouse,206
2024-12-10,Amira Agarwal,Arunachal Pradesh,Mouse,366
2024-10-08,Zara Shan,Jammu and Kashmir,Laser Printer,356
2025-04-04,Nitara Lanka,Arunachal Pradesh,Flatbed Scanner,249
2025-08-10,Oorja Bandi,Jammu and Kashmir,Mouse,272
2025-02-15,Dhanush Kara,Himachal Pradesh,Standard Keyboard,166
2025-08-21,Shalv Iyengar,Bihar,Standard Keyboard,337
2025-05-17,Anahita Lanka,Bihar,Standard Keyboard,518
2024-11-21,Inaaya  Walla,Kerala,OMR Scanner,158
2024-09-20,Pari Mander,Arunachal Pradesh,Mouse,202
2025-03-13,Miraya Sankar,Gujarat,WebCam,380
2024-12-26,Lagan Dar,Bihar,Foldable Keyboard,269
2025-02-17,Dhruv Samra,Punjab,OCR Scanner,164
2024-10-06,Aarna Krish,Gujarat,Gaming Mouse,508
2025-07-05,Yasmin Gopal,Telangana,OMR Scanner,440
2024-10-01,Jiya Wason,Andhra Pradesh,OCR Scanner,337
2025-04-16,Ojas Raval,Rajasthan,Mouse,143
2025-07-24,Mamooty Sampath,Kerala,Thermal Printer,304
2025-04-13,Rasha Shan,Jammu and Kashmir,Mechanical Keyboard,548
2024-09-23,Emir Kadakia,Haryana,Flatbed Scanner,502
2024-11-04,Miraya Kari,Jammu and Kashmir,Foldable Keyboard,351
2025-01-25,Bhamini Mammen,Rajasthan,Gaming Mouse,226
2025-01-15,Amira Suri,Uttar Pradesh,Foldable Keyboard,314
2025-05-10,Manikya Hans,Madhya Pradesh,Foldable Keyboard,314
2025-05-27,Romil Bhandari,Haryana,Foldable Keyboard,278
2025-08-10,Siya Balakrishnan,Kerala,Standard Keyboard,477
2025-01-03,Gokul Maharaj,Jammu and Kashmir,Mouse,301
2024-09-25,Emir Bora,Karnataka,Standard Keyboard,155
2025-06-10,Arnav Agarwal,Tamil Nadu,Standard Keyboard,151
2025-02-14,Rohan Tank,Himachal Pradesh,Mouse,433
2025-08-24,Madhup Varty,Madhya Pradesh,Thermal Printer,344
2024-11-01,Nitara Rege,Haryana,WebCam,290
2024-10-19,Ahana  Ram,Andhra Pradesh,OMR Scanner,454
2025-03-06,Amani Deshmukh,Himachal Pradesh,Gaming Mouse,443
2025-07-27,Misha Sundaram,Rajasthan,Foldable Keyboard,590
2025-06-26,Elakshi Ramanathan,Karnataka,Mouse,503
2025-03-11,Hazel Goswami,Arunachal Pradesh,Gaming Mouse,480
2025-08-28,Zoya Saxena,Bihar,Mouse,303
2025-05-29,Mamooty Din,Telangana,Graphic Pad,306
2025-07-22,Kavya Bobal,Uttar Pradesh,OCR Scanner,161
2025-04-28,Alisha Srivastava,Rajasthan,Mouse,330
2024-09-19,Kabir Srinivasan,Telangana,Mouse,354
2025-04-04,Rohan Lal,Uttarakhand,OCR Scanner,478
2024-10-09,Hazel Wali,Andhra Pradesh,OCR Scanner,203
2025-05-27,Riya Sahni,Andhra Pradesh,Thermal Printer,321
2025-04-24,Elakshi Sama,Jammu and Kashmir,OCR Scanner,242
2024-11-05,Krish Chaudhari,Assam,Flatbed Scanner,526
